ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sep-20,oct-20,nov-20,dic-20
16.4,17.4,18.2,19,21.1,21,20.4,20.6,20.6,20.6,19,16.8,17.9,18.3,18.4,20.8,21.1,20.7,20.4,20.7,20.6,20.1,19.7,16.5
